compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_bulk_modulus_voigt
Au2La2,aflow:4c66320b9dcb1592,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1La1_ICSD_612099,63,oS8,63.2315
Nb6Pt2,aflow:4c085ea810fe5d61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb3Pt1_ICSD_105203,223,cP8,200.567
Cu4Se8,aflow:4cc015ac7322550a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu1Se2_ICSD_243,205,cP12,61.4648
Bi1Dy1,aflow:4dcf1adffdb1e365,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Dy1_ICSD_58778,225,cF8,55.6333
N1Nb1,aflow:4d2d79fe29e7a5ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Nb1_ICSD_183424,221,cP2,298.689
Au4Y8,aflow:4d761230b92893b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Y2_ICSD_262044,62,oP12,61.5259
Cl1Tl1,aflow:4d76834a1fbcef1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Tl1_ICSD_181755,221,cP2,22.2778
Cd2Er1,aflow:4d1ea58db3286359,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd2Er1_ICSD_58968,191,hP3,59.5333
Co4P12,aflow:4d47f91025d34b39,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1P3_ICSD_624594,204,cI32,136.172
S8Zn8,aflow:4d585c73685bc9b2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_15478,186,hP16,70.7778
B1C7,aflow:4d13f06b9fe563ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1C7_ICSD_181955,25,oP8,385.385
Re8Y4,aflow:4dc818520eda573c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Y1_ICSD_650202,194,hP12,203.178
Si4Th2,aflow:4d9e8eca064cd1f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si2Th1_ICSD_660234,141,tI12,100.912
S1Zr1,aflow:4d515949b53a184b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Zr1_ICSD_108732,225,cF8,132.406
F6La2,aflow:4e622b653a78503b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/F3La1_ICSD_167553,59,oP8,86.6463
Co4P12,aflow:4e687f82ea43c5fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1P3_ICSD_604454,204,cI32,135.944
C1Th1,aflow:4e03466d19a9aba3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_260883,225,cF8,147.5
Al1Dy1,aflow:4eab5bfa96c55d55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Dy1_ICSD_181162,221,cP2,63.5722
Pt6Sb4,aflow:4e63b9ef183471b8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Pt3Sb2_ICSD_42752,72,oI20,134.557
Pt4Y8,aflow:4f8e1ad1b844b012,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pt1Y2_ICSD_649844,62,oP12,71.2833
Si4Y2,aflow:4f01445c6697d0ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si2Y1_ICSD_150662,141,tI12,84.7231
Al6Zr2,aflow:4f2db5248958cd2a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al3Zr1_ICSD_106259,139,tI16,103.967
H2La1,aflow:4f3f97860bec3d5a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/H2La1_ICSD_44874,225,cF12,64.05
Ca7Ge1,aflow:4f2cacf7ff9a274e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca7Ge1_ICSD_43321,225,cF32,19.35
N1Tc3,aflow:4fd0dd6e94fc881e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Tc3_ICSD_182010,187,hP4,325.463
Al10W2,aflow:4fec4fdf9fe1294e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al5W1_ICSD_58206,182,hP12,125.733
Ag8S4,aflow:4f3b9bdf5639c30e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2S1_ICSD_262635,19,oP12,62.05
As6Sr6,aflow:4f75cb6f21c6ff12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Sr1_ICSD_26264,189,hP12,39.6315
O4Si2,aflow:4f902b3d58a95155,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_10078,136,tP6,278.924
C10Si10,aflow:500ca05581547ef1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Si1_ICSD_38150,156,hP20,212.961
O2Zr1,aflow:50c9df791c600123,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O2Zr1_ICSD_105553,225,cF12,233.528
As1Pu1,aflow:50d5839c8ba06083,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Pu1_ICSD_44049,225,cF8,79.0
Au1Pd3,aflow:505a6d1ea13b8eb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Pd3_ICSD_180877,221,cP4,147.472
Cd8Yb4,aflow:5020e2960bfb1153,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd2Yb1_ICSD_620601,194,hP12,39.3556
Tb1Te1,aflow:503a4fdfcf55d477,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Tb1Te1_ICSD_106127,225,cF8,63.7611
Pd4Se8,aflow:501c9d3b63d2b5fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Se2_ICSD_166277,61,oP12,41.2185
N4Pt2,aflow:50f0224e86232605,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/N2Pt1_ICSD_166463,58,oP6,273.752
Hg4K2,aflow:50b2883feb14cd6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Hg2K1_ICSD_104303,74,oI12,12.8926
Ti2Zn1,aflow:5041054f48131a6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ti2Zn1_ICSD_653304,139,tI6,109.38
Ho1Pd1,aflow:50b7305e895d7477,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Pd1_ICSD_104433,221,cP2,93.0111
Ca3Tl1,aflow:50ba0e96d5272603,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca3Tl1_ICSD_58943,225,cF16,21.7444
S1Ta1,aflow:50234304c92de0b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Ta1_ICSD_52114,187,hP2,189.759
N2Y2,aflow:5197743ba07e1548,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Y1_ICSD_185557,194,hP4,146.122
B2Ta1,aflow:51ca76509e4c5699,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Ta1_ICSD_108085,191,hP3,296.281
As8In8,aflow:518c18850773e93e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1In1_ICSD_41993,205,cP16,48.8481
Ge6Mo10,aflow:515f51814759ca2d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge3Mo5_ICSD_637142,140,tI32,211.924
Be26Er2,aflow:51715da4e7415591,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Er1_ICSD_603924,226,cF112,113.156
Au1Ho1,aflow:5114e838d863517f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Ho1_ICSD_58479,221,cP2,87.5111
Mg4Th2,aflow:51003152679aef14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg2Th1_ICSD_104883,227,cF24,51.0389
Au8Li30,aflow:516cbb6057d9a423,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Au4Li15_ICSD_150973,220,cI76,27.7389
Pt1V3,aflow:519921b1a82b1a1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt1V3_ICSD_105836,221,cP4,117.561
Ir4La2,aflow:517c03348d313af3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir2La1_ICSD_104483,227,cF24,174.833
O4Re2,aflow:5119e19fac0e70fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Re1_ICSD_154021,136,tP6,278.989
Ru4Y12,aflow:51b613f0e17f675e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ru1Y3_ICSD_650772,62,oP16,61.5389
Ag16Ca6,aflow:52a92160866b3a2a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ag8Ca3_ICSD_107145,229,cI44,45.5833
Ag1Sc1,aflow:528f39089c3a8aaa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Sc1_ICSD_58348,221,cP2,74.1389
S4Si2,aflow:52876f739dd429b4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/S2Si1_ICSD_16952,122,tI12,26.9778
Cu1Pt7,aflow:52e2ca0d6eb63c1d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1Pt7_ICSD_108775,225,cF32,220.533
Yb3Zn11,aflow:520d75012cbeb53b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Yb3Zn11_ICSD_653480,71,oI28,50.3704
Gd1Te1,aflow:526439163d1cfaba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd1Te1_ICSD_104137,225,cF8,71.8444
As8Ni4,aflow:52644ab7a0028366,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As2Ni1_ICSD_42569,205,cP12,111.535
Er4Mg8,aflow:53cf3e30775379e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Mg2_ICSD_164275,194,hP12,43.85
Al3Sc1,aflow:5331b9c8e0d5267d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al3Sc1_ICSD_107878,221,cP4,80.0167
F1K1,aflow:53d5a5933de2bde4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F1K1_ICSD_61558,221,cP2,32.5111
Ga1P1,aflow:535d8da7d1cb1fff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1P1_ICSD_103795,216,cF8,78.7833
C2Dy1,aflow:53dac5609b420427,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C2Dy1_ICSD_42896,139,tI6,122.656
Dy1Sn3,aflow:5312a20efe58dbc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Sn3_ICSD_103370,221,cP4,55.2944
Tb4Tl2,aflow:53ec4de84a1660a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Tb2Tl1_ICSD_106132,194,hP6,53.6556
Au1Cs1,aflow:536c2f463e4fff78,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cs1_ICSD_150971,221,cP2,11.3278
Al1Y1,aflow:53bc333b72a0cbd5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Y1_ICSD_181158,221,cP2,62.5167
Cr1Te1,aflow:53c8683bd5648144,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr1Te1_ICSD_181056,216,cF8,39.4056
Li6P2,aflow:53c0f8e8582ef973,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Li3P1_ICSD_240861,194,hP8,39.8796
B8Fe2,aflow:542b9d66509c3499,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B4Fe1_ICSD_425311,58,oP10,236.163
Na2Se1,aflow:5477ab0c5a3ac253,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Se1_ICSD_168447,225,cF12,25.5444
Nd1Pt3,aflow:54fcdf9655948af9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nd1Pt3_ICSD_105280,221,cP4,145.289
Nb6Si2,aflow:54a8c149ba599893,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb3Si1_ICSD_645413,223,cP8,164.017
Al4Y2,aflow:54a813a47d2a272b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Y1_ICSD_186476,227,cF24,80.2778
B2Fe1,aflow:54a8c07e64803550,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Fe1_ICSD_613892,191,hP3,196.624
Al1Pt1,aflow:54f6d5d6a4038457,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Pt1_ICSD_58128,221,cP2,187.872
N2Os1,aflow:543873816dec8d9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2Os1_ICSD_290439,187,hP3,282.672
Be4Nb6,aflow:54d192a65c37fe6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be2Nb3_ICSD_58722,127,tP10,165.002
Ba1S1,aflow:549edbf033109acf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1S1_ICSD_30240,225,cF8,41.4
C1Pt1,aflow:554b4fcd1fea6a34,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Pt1_ICSD_181113,216,cF8,215.833
Mn1Ni3,aflow:558e42bda840327b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mn1Ni3_ICSD_104920,221,cP4,141.378
Ru4S8,aflow:55b88a4436579999,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1S2_ICSD_24186,205,cP12,155.063
Al3Zr1,aflow:552d0f6689b9f474,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al3Zr1_ICSD_609709,221,cP4,101.6
Dy2Pt4,aflow:55956710ac7f4407,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1Pt2_ICSD_103355,227,cF24,164.956
Rh4Te8,aflow:55d29e8737efd854,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Te2_ICSD_2179,205,cP12,96.1944
S8Zr6,aflow:55ef006dc02f6f54,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S4Zr3_ICSD_651475,227,cF56,96.5056
Br8Cu8,aflow:559b453b9ec43800,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Cu1_ICSD_78278,205,cP16,35.4704
Ni2Zr4,aflow:55d0a6e60c496c7c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ni1Zr2_ICSD_102805,140,tI12,120.259
Ho4Mg8,aflow:55b23f1a73a19a46,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho1Mg2_ICSD_639381,194,hP12,43.1796
F4Nb1,aflow:556a82a62cc639b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F4Nb1_ICSD_23949,139,tI10,59.9296
Dy1H2,aflow:55bf312c44071d54,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1H2_ICSD_53365,225,cF12,86.1833
Al2Y2,aflow:562b84d604763031,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al1Y1_ICSD_247101,63,oS8,65.0056
Hf1Pd3,aflow:5605178d68a3050c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hf1Pd3_ICSD_185649,221,cP4,178.583
Al8Er12,aflow:5674982ac90bc04c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al2Er3_ICSD_57765,136,tP20,61.513
Er1Mg1,aflow:56108ea12b0c6375,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Mg1_ICSD_103260,221,cP2,42.7056
Pb3U1,aflow:5612257da8167e7d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb3U1_ICSD_105637,221,cP4,50.6111
Dy4Tl2,aflow:568b71a1e061590c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy2Tl1_ICSD_103378,194,hP6,54.7389
Nb3O3,aflow:5694ef3902a1e13d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb1O1_ICSD_14338,221,cP6,240.206
B2N2,aflow:56d00a95d21b5c3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_162873,186,hP4,372.304
In2Pt1,aflow:56df4b5282549a79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In2Pt1_ICSD_56259,225,cF12,94.9556
Bi2Rh2,aflow:5616981d0e11de14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Rh1_ICSD_109109,194,hP4,117.237
Au1Rb1,aflow:5651bdf75cf895a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Rb1_ICSD_58428,221,cP2,13.2556
Re8Zr4,aflow:572a8aac8b57ea56,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Zr1_ICSD_650217,194,hP12,249.657
Ba4Si8,aflow:571d2fe1358582e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Si2_ICSD_2218,212,cP12,52.5056
Cd2Se2,aflow:57881763974b095b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1Se1_ICSD_236428,186,hP4,46.437
Pb4Pt2,aflow:572886e08a463fbf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pb2Pt1_ICSD_54316,140,tI12,77.9148
Al8Zr4,aflow:57d95c24181ec14e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2Zr1_ICSD_609713,194,hP12,113.061
Se8Th4,aflow:5772b090218dc912,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se2Th1_ICSD_652016,62,oP12,76.3889
P4W12,aflow:57c7a3dec0c6c844,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/P1W3_ICSD_648282,82,tI32,281.494
Be6F12,aflow:57e8275b6787e4d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be1F2_ICSD_173557,217,cI36,8.97037
Se1Sn1,aflow:57b75e00d1aa2af6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Se1Sn1_ICSD_52424,225,cF8,48.0667
Ge6Ta10,aflow:577e516a8635cda8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge3Ta5_ICSD_44743,140,tI32,192.37
Rh9S12,aflow:5738ebc31dfa0d20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Rh3S4_ICSD_410813,12,mS42,141.117
B6Gd1,aflow:5790962d15c6d5ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Gd1_ICSD_602750,221,cP7,172.794
O4Ti2,aflow:587070faf1466d87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Ti1_ICSD_109469,136,tP6,210.643
Mg1Y1,aflow:582d36d531b92b8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Y1_ICSD_104889,221,cP2,41.4889
Nb1Ru1,aflow:58f2fa6442546815,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb1Ru1_ICSD_105221,221,cP2,212.494
H2Nb1,aflow:585337a2c5893256,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/H2Nb1_ICSD_164606,225,cF12,179.358
N3V2,aflow:589af7a1a460fbba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N3V2_ICSD_182700,164,hP5,282.989
Ba2Te4,aflow:58d9a7827940d4c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Te2_ICSD_75555,140,tI12,28.7519
Hg1Se1,aflow:58b9ed291d3d9da5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1Se1_ICSD_24175,216,cF8,43.7667
Au1Li3,aflow:5891782b644338f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li3_ICSD_58524,225,cF16,32.0778
Ir2Ti6,aflow:581f1f92cbb35bc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1Ti3_ICSD_104576,223,cP8,154.478
P6Sr6,aflow:58fb9512679028ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/P1Sr1_ICSD_26262,189,hP12,44.9444
K5Pb24,aflow:58f4471901eff079,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/K10Pb48_ICSD_410090,217,cI58,30.5778
Ca2Rh4,aflow:5886c0ac12a0c7cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1Rh2_ICSD_108145,227,cF24,113.25
B2Tc6,aflow:5822e01d0015efb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1Tc3_ICSD_615555,63,oS16,307.683
Al3Dy1,aflow:58a455185bfb2e7e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al3Dy1_ICSD_57739,221,cP4,77.2222
Co4Sb12,aflow:59a19bf9fc5028ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_55452,204,cI32,78.6796
Er2Sn4,aflow:59d48b5a99788b1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Er1Sn2_ICSD_103304,63,oS12,59.5241
Hg1Ni1,aflow:596b0d9e285bb414,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1Ni1_ICSD_100029,123,tP2,121.774
In2Sc4,aflow:59fa6a642e246bf5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Sc2_ICSD_59522,194,hP6,66.15
Nb6Rh2,aflow:59adc4bbf51db268,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb3Rh1_ICSD_105216,223,cP8,202.622
Ag1Cl1,aflow:59bce60e4ed76f05,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Cl1_ICSD_157535,225,cF8,40.6111
B1P1,aflow:598a7a7328a47d85,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1P1_ICSD_181291,216,cF8,161.95
N1Pu1,aflow:5952bc520d57d141,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Pu1_ICSD_31718,225,cF8,144.886
Ni2S4,aflow:5acf588213d5c741,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1S2_ICSD_169570,58,oP6,79.5907
Mg2O2,aflow:5af53ce262d3c5cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg1O1_ICSD_162607,194,hP4,124.959
F2Kr1,aflow:5a28afea9afeb9ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F2Kr1_ICSD_279623,139,tI6,7.81481
K2Te1,aflow:5a624ba9e35af61b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K2Te1_ICSD_182742,225,cF12,13.0667
Er2Si4,aflow:5ac80aff95eadfb0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Er1Si2_ICSD_631164,141,tI12,89.0259
Fe1Ti1,aflow:5a670b4d513577ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Fe1Ti1_ICSD_100533,221,cP2,176.844
Gd1Rh1,aflow:5b11418893415817,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Gd1Rh1_ICSD_104125,221,cP2,108.044
Ti4Zn8,aflow:5b25eee4521ada34,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ti1Zn2_ICSD_106184,194,hP12,93.8593
K10Te6,aflow:5b8c6ef02fe2db2a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/K5Te3_ICSD_66024,87,tI32,14.9093
Hg2Pt1,aflow:5bd96a88945997f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg2Pt1_ICSD_104339,123,tP3,89.7444
Al1Y3,aflow:5baa20a85d1739d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Y3_ICSD_58212,221,cP4,51.4167
Mg2Si1,aflow:5b5f6e28c8f6fcae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg2Si1_ICSD_104864,225,cF12,55.4778
Te1Y1,aflow:5b984958dbe89502,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Te1Y1_ICSD_106153,225,cF8,60.5444
Er2Hg6,aflow:5be93a21353066c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Hg3_ICSD_630671,194,hP8,63.2963
Ga1Rh1,aflow:5bf4841f97a43dca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga1Rh1_ICSD_103948,221,cP2,184.65
Cs2N6,aflow:5bfcd57eefb4414d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cs1N3_ICSD_155170,140,tI16,14.5019
Cd2Mg2,aflow:5bb50c168f2a8bf9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cd1Mg1_ICSD_102022,51,oP4,45.2306
Pt4Tb8,aflow:5ba3a5799c0b4d80,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pt1Tb2_ICSD_105806,62,oP12,70.0704
Be26Th2,aflow:5b8a2c2cb85a2929,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Th1_ICSD_58740,226,cF112,117.35
O2Zr6,aflow:5c347009c594310f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O1Zr3_ICSD_77715,182,hP8,133.302
Ca1O2,aflow:5c70e5ad4906e1a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1O2_ICSD_20275,139,tI6,83.1481
C2Nb2,aflow:5cf3f0f94eab4d50,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Nb1_ICSD_189092,194,hP4,236.761
Si6Zr10,aflow:5c363b4dd6e0208a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si3Zr5_ICSD_656924,193,hP16,128.454
Sb6Sr10,aflow:5c6b84f5e53d12c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sb3Sr5_ICSD_42120,193,hP16,31.8741
In12Ru4,aflow:5c5f591d03ca3b9a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In3Ru1_ICSD_55514,136,tP16,87.6204
Ag2Cl2,aflow:5c1f9a350ac0fe8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Cl1_ICSD_56542,11,mP4,39.7981
B6Ca1,aflow:5c5618217287430a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Ca1_ICSD_26753,221,cP7,143.478
Cr4Hf2,aflow:5c16f5d4d3cde6f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr2Hf1_ICSD_102775,227,cF24,185.433
Al4Ba2,aflow:5cb0505df67e7744,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Ba1_ICSD_246193,227,cF24,42.3722
